state,crop,season,rainfall_mm,avg_temp_c,max_temp_c,min_temp_c,humidity_pct,soil_ph,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,area_hectares,pesticide_kg,irrigation_mm,yield_tons_per_hectare
Uttar Pradesh,Rice,Rabi,310.42,38.23,44.1,33.77,44.12,6.36,40.54,39.35,38.32,13.84,9.78,1038.94,4.727
Maharashtra,Rice,Kharif,1077.37,22.46,29.17,17.15,65.2,6.9,101.62,17.39,51.65,24.61,4.4,930.81,6.789
Bihar,Cotton,Zaid,848.45,27.55,37.4,19.52,75.16,6.29,109.81,34.36,25.14,6.84,14.18,361.1,3.906
Uttar Pradesh,Barley,Kharif,800.38,26.98,31.26,22.11,58.92,6.31,37.85,47.18,15.96,7.96,8.69,943.7,4.537
Bihar,Wheat,Kharif,809.77,25.99,30.22,21.4,60.1,5.9,99.94,59.25,69.88,10.49,13.2,633.75,6.377
Punjab,Maize,Rabi,773.02,25.26,34.39,18.47,77.99,6.84,39.47,25.67,71.89,24.75,4.33,365.36,5.386
Uttar Pradesh,Barley,Kharif,756.64,22.78,27.05,18.29,60.8,5.92,41.92,20.37,30.66,2.06,1.22,919.99,4.422
Uttar Pradesh,Wheat,Rabi,949.13,29.7,38.89,24.24,71.66,6.63,38.69,13.63,59.47,10.59,11.67,332.67,4.979
Punjab,Cotton,Rabi,1151.91,34.46,38.79,28.19,74.58,6.85,90.57,17.41,19.89,9.72,3.99,505.69,3.241
Punjab,Wheat,Rabi,866.69,22.84,28.43,17.42,59.9,6.51,35.1,52.59,39.89,5.01,11.39,857.17,5.904
Bihar,Cotton,Zaid,545.8,28.49,35.39,23.78,51.76,6.34,20.38,53.8,50.06,4.21,12.91,736.9,2.658
Bihar,Barley,Rabi,601.45,29.06,38.34,20.89,55.58,5.75,23.2,48.55,65.19,9.07,6.44,945.49,4.044
Bihar,Wheat,Rabi,369.7,27.61,34.41,18.42,59.64,7.23,119.72,26.51,78.66,17.47,3.95,203.11,5.466
Maharashtra,Rice,Kharif,670.61,27.78,34.28,18.99,67.16,5.81,35.84,53.14,40.39,20.4,11.0,1077.84,5.604
Maharashtra,Rice,Rabi,934.32,24.16,31.29,16.52,64.21,6.68,65.4,39.8,57.94,9.35,7.81,595.1,6.285
Punjab,Cotton,Zaid,839.9,20.98,29.63,16.92,50.62,6.41,96.65,17.18,65.59,16.7,12.72,1190.24,3.669
Uttar Pradesh,Rice,Kharif,707.41,18.64,25.75,14.0,82.06,5.85,116.24,22.77,47.01,23.79,10.31,785.56,5.58
Haryana,Soybean,Kharif,531.92,23.24,28.58,16.93,75.87,7.01,63.04,59.0,45.04,9.05,6.12,1074.62,4.238
Haryana,Wheat,Kharif,456.89,21.87,30.45,13.43,74.79,6.21,95.37,22.45,23.61,24.58,0.9,231.64,4.533
Maharashtra,Soybean,Zaid,423.49,24.02,32.42,16.14,50.14,5.71,79.44,11.77,64.28,7.25,12.51,883.67,3.271
Uttar Pradesh,Barley,Zaid,1087.93,25.66,32.79,17.0,86.98,6.54,99.36,21.01,20.36,6.54,13.6,744.04,4.254
Uttar Pradesh,Rice,Zaid,453.8,32.01,36.74,25.29,60.95,6.37,103.9,56.25,27.74,12.82,1.21,439.91,5.363
Maharashtra,Wheat,Rabi,1005.82,20.93,25.29,11.3,72.26,6.79,83.76,12.17,40.59,6.83,12.08,425.46,4.946
Punjab,Wheat,Kharif,779.51,20.29,29.09,14.99,47.35,6.01,87.71,50.86,32.73,21.87,13.78,979.19,5.446
Punjab,Barley,Zaid,989.7,26.1,35.51,21.87,63.89,6.14,104.82,48.9,46.52,2.24,13.69,963.5,5.742
Haryana,Maize,Zaid,1554.51,13.71,21.71,4.43,62.83,6.83,46.7,52.37,47.62,14.33,8.35,209.59,5.35
Karnataka,Rice,Rabi,929.09,29.81,34.95,23.37,67.18,5.35,76.02,45.11,42.03,15.23,13.31,412.81,5.812
Haryana,Cotton,Kharif,767.05,18.92,28.78,10.67,58.09,6.55,86.67,43.79,49.05,13.41,6.54,549.92,3.804
Uttar Pradesh,Soybean,Zaid,1005.61,33.46,42.61,27.64,51.77,6.93,116.94,56.61,22.22,7.57,11.52,1006.24,4.542
Bihar,Wheat,Kharif,745.69,23.55,31.49,18.74,51.18,5.36,62.97,28.61,74.45,14.05,13.39,612.44,5.899
Bihar,Cotton,Zaid,1116.03,25.19,34.69,18.66,59.57,6.02,30.22,40.58,66.22,19.78,6.91,243.96,4.691
Punjab,Rice,Zaid,530.19,27.18,31.87,18.26,59.56,5.78,112.4,50.04,62.31,24.24,5.21,1115.64,5.88
Maharashtra,Rice,Rabi,743.0,18.42,26.85,11.57,47.33,6.67,33.47,20.0,26.74,23.82,11.71,729.2,5.255
Uttar Pradesh,Barley,Rabi,758.37,30.16,35.74,20.92,73.23,7.33,62.01,47.15,76.8,10.58,1.14,861.43,4.953
Punjab,Rice,Kharif,905.58,36.33,41.1,29.69,58.38,6.78,47.61,30.05,60.99,20.76,5.56,831.08,6.353
Uttar Pradesh,Maize,Kharif,953.98,26.68,32.59,19.25,69.89,7.3,64.61,53.92,65.2,8.28,4.88,1187.34,5.914
Uttar Pradesh,Wheat,Rabi,703.67,28.31,34.07,19.25,56.9,6.41,91.42,53.71,72.13,11.74,4.25,1156.28,5.942
Karnataka,Rice,Kharif,773.61,20.05,27.47,10.39,66.02,6.06,110.57,49.62,54.52,22.08,8.55,407.2,6.439
Karnataka,Rice,Kharif,712.78,25.59,31.6,16.99,63.72,6.84,107.86,35.83,15.83,17.48,1.42,681.1,6.386
Karnataka,Rice,Kharif,635.59,25.82,33.64,20.65,74.7,5.57,71.56,49.53,64.63,8.33,12.67,1162.1,6.55
Karnataka,Barley,Rabi,1339.08,19.61,26.43,14.43,75.35,6.32,20.52,31.97,19.97,14.28,8.05,337.26,3.575
Karnataka,Maize,Kharif,1002.83,30.43,38.21,24.19,68.46,6.1,52.49,26.64,76.97,4.53,4.42,1032.4,5.435
Maharashtra,Cotton,Zaid,711.67,22.62,31.47,15.06,87.69,5.97,64.38,46.77,20.25,12.92,1.0,972.25,3.947
Maharashtra,Maize,Zaid,565.86,19.28,26.38,13.25,82.59,5.52,54.52,50.59,30.97,20.62,12.99,866.33,4.648
Karnataka,Maize,Zaid,718.15,22.0,27.7,16.07,60.72,6.07,43.77,42.35,45.71,6.56,14.0,495.54,4.654
Bihar,Maize,Kharif,753.01,34.55,43.68,25.29,72.58,6.55,79.97,52.27,33.0,15.45,1.55,209.45,5.703
Maharashtra,Rice,Zaid,569.07,25.94,32.24,20.86,80.29,7.6,46.07,43.64,77.35,18.99,2.3,512.56,6.012
Haryana,Cotton,Kharif,1281.01,26.76,32.92,17.15,73.13,6.92,39.52,36.54,35.16,0.81,6.84,372.5,4.179
Uttar Pradesh,Soybean,Rabi,666.58,19.34,24.9,13.4,77.48,6.85,101.13,19.37,15.3,3.58,7.18,218.6,3.344
Uttar Pradesh,Rice,Kharif,655.79,33.34,38.72,27.57,61.16,6.45,77.07,37.33,75.93,1.35,2.79,582.11,5.372
Punjab,Wheat,Zaid,871.13,22.43,32.02,12.79,62.06,7.56,93.68,28.03,57.73,23.84,11.58,909.41,6.213
Maharashtra,Rice,Zaid,1280.48,19.81,26.9,14.82,77.62,7.21,46.54,16.34,55.3,3.38,5.51,1089.52,6.673
Bihar,Maize,Zaid,1070.85,29.02,37.57,22.9,51.53,6.41,102.21,34.69,69.74,4.98,9.69,313.19,5.701
Haryana,Soybean,Kharif,752.74,28.55,37.22,20.42,64.14,6.24,62.35,39.89,29.08,10.87,12.35,1126.26,3.565
Uttar Pradesh,Maize,Rabi,699.85,30.45,35.61,22.27,72.64,7.24,39.45,12.64,69.83,5.46,0.85,748.08,5.061
Uttar Pradesh,Wheat,Kharif,1097.29,23.97,29.91,16.43,55.16,6.06,87.0,44.13,46.62,7.93,5.05,703.99,6.539
Punjab,Maize,Zaid,1182.12,25.66,31.04,18.45,66.29,5.94,99.17,10.78,79.81,13.17,7.4,850.56,5.257
Punjab,Maize,Rabi,1177.04,35.52,42.53,26.5,70.85,6.36,65.02,26.24,74.7,20.9,13.65,835.22,5.134
Uttar Pradesh,Maize,Rabi,1151.18,19.56,23.73,10.65,80.07,6.16,34.7,32.62,34.49,21.75,3.3,617.08,5.16
Maharashtra,Soybean,Kharif,1132.87,31.19,40.68,24.76,92.25,6.26,69.52,11.99,15.28,15.32,2.89,759.78,3.311
Uttar Pradesh,Rice,Zaid,865.03,24.6,30.79,20.01,52.52,6.43,66.25,47.02,66.01,6.19,2.03,385.43,6.826
Maharashtra,Cotton,Kharif,709.14,24.18,30.87,19.66,93.47,5.88,67.3,58.43,71.66,13.11,14.14,1011.39,3.637
Uttar Pradesh,Maize,Rabi,834.6,28.13,35.25,19.31,60.08,6.06,84.19,41.42,72.69,11.46,3.26,403.09,5.174
Punjab,Wheat,Kharif,1081.05,18.95,25.13,12.74,66.4,6.94,91.52,51.12,38.41,12.21,5.17,623.16,6.494
Maharashtra,Rice,Zaid,1134.68,16.4,20.55,11.42,62.55,6.52,90.42,55.27,64.05,8.2,7.02,850.72,6.5
Punjab,Cotton,Zaid,1195.48,30.44,38.23,21.25,80.65,6.13,70.12,57.5,72.58,21.16,14.12,725.54,3.328
Karnataka,Maize,Kharif,872.53,24.92,33.47,18.35,58.6,6.5,83.63,32.73,70.46,19.57,7.31,779.87,5.219
Bihar,Rice,Zaid,975.24,25.76,35.38,19.35,57.14,6.65,36.72,46.64,17.98,3.29,14.14,717.62,5.759
Maharashtra,Rice,Kharif,605.57,26.51,32.6,20.18,55.79,6.49,112.14,29.61,71.85,24.83,5.42,227.28,6.239
Karnataka,Wheat,Zaid,1136.94,24.57,33.42,20.05,37.96,7.6,116.49,44.12,45.92,21.63,8.3,1111.33,6.257
Punjab,Wheat,Kharif,686.21,31.83,40.84,24.63,73.21,6.35,72.69,35.14,26.75,24.88,10.06,1054.82,5.092
Maharashtra,Maize,Rabi,955.21,17.95,27.72,12.45,93.94,6.11,70.26,42.76,65.92,19.06,13.67,669.92,4.998
Bihar,Wheat,Zaid,732.57,12.78,16.84,4.35,75.19,6.15,32.99,12.13,46.71,5.24,12.0,1150.03,4.289
Maharashtra,Wheat,Zaid,105.19,29.72,38.58,22.34,73.37,6.62,84.3,54.88,60.05,10.4,9.45,1012.96,4.922
Maharashtra,Barley,Kharif,408.28,24.33,33.78,19.31,36.44,7.43,118.09,32.42,62.67,18.37,11.7,989.4,4.563
Bihar,Maize,Kharif,933.76,23.26,29.04,14.5,57.88,5.27,59.89,47.23,15.77,22.71,10.53,786.6,5.421
Uttar Pradesh,Rice,Rabi,1367.74,26.17,31.93,19.89,69.1,7.16,91.22,27.11,68.38,11.86,9.62,1147.95,7.647
Haryana,Soybean,Kharif,587.65,29.77,38.93,21.5,78.04,6.35,43.92,24.56,58.61,6.2,1.78,1177.72,3.406
Haryana,Cotton,Kharif,517.13,28.08,32.29,22.25,82.92,6.01,63.56,46.84,62.82,19.83,13.82,698.63,3.94
Uttar Pradesh,Soybean,Kharif,1057.46,29.83,34.67,25.03,63.68,6.37,37.19,54.84,61.85,12.21,7.24,872.65,4.96
Bihar,Rice,Kharif,763.98,27.85,35.97,17.87,65.57,6.83,98.5,20.47,59.54,12.83,5.12,431.34,6.112
Karnataka,Wheat,Kharif,720.88,22.32,30.17,12.37,79.37,5.83,59.46,59.4,72.2,20.6,3.84,323.58,5.145
Haryana,Wheat,Rabi,493.95,26.86,31.97,21.5,66.59,5.77,42.18,24.71,67.01,24.27,9.92,642.58,4.349
Punjab,Cotton,Zaid,1192.21,16.46,24.69,11.53,64.14,6.3,46.46,27.2,35.44,24.83,3.16,1029.42,3.688
Bihar,Wheat,Zaid,1185.53,22.63,31.76,16.15,62.67,6.72,85.31,27.09,43.27,2.45,11.68,311.47,5.917
Uttar Pradesh,Wheat,Rabi,901.4,29.72,38.45,23.9,64.32,6.84,35.36,51.71,76.3,7.43,11.53,637.34,5.819
Maharashtra,Cotton,Zaid,919.23,20.24,26.04,12.01,77.18,6.52,83.18,48.06,61.63,23.59,2.06,740.66,4.092
Haryana,Barley,Zaid,726.52,26.95,33.08,18.86,84.43,6.71,73.3,58.77,63.52,5.32,12.16,715.86,5.293
Karnataka,Wheat,Kharif,1132.65,29.35,33.36,20.02,69.16,5.99,23.55,31.88,25.99,9.66,5.72,797.56,5.447
Karnataka,Wheat,Zaid,1030.03,30.94,36.6,22.59,78.92,5.96,87.51,50.87,79.67,1.86,7.71,1013.08,6.072
Karnataka,Rice,Rabi,911.44,21.36,27.76,12.62,77.56,6.53,101.81,50.46,53.38,10.7,2.03,1011.44,7.273
Maharashtra,Rice,Zaid,478.08,26.93,36.46,17.66,30.0,6.91,88.02,43.31,53.27,7.01,13.55,702.58,5.978
Haryana,Soybean,Zaid,736.26,21.48,26.86,14.37,74.97,6.74,31.97,27.87,41.39,10.39,11.01,683.36,3.608
Haryana,Soybean,Kharif,650.94,22.13,29.82,13.35,73.6,6.55,46.45,57.87,27.89,1.54,2.33,1197.51,3.962
Haryana,Maize,Rabi,843.72,26.96,32.76,22.83,72.8,5.99,56.18,42.67,62.19,14.2,0.7,222.42,5.156
Maharashtra,Rice,Kharif,1423.57,21.4,28.31,15.98,69.63,5.78,98.85,40.1,31.51,20.31,14.02,320.04,6.78
Karnataka,Maize,Rabi,744.48,23.95,28.12,18.18,69.5,7.21,107.24,27.72,40.54,7.05,6.61,997.51,5.735
Uttar Pradesh,Soybean,Rabi,638.25,32.85,38.72,26.8,56.55,6.05,52.85,56.53,19.84,6.39,3.66,435.07,3.153
Uttar Pradesh,Maize,Rabi,998.06,32.58,40.33,25.22,64.17,6.83,90.18,39.97,44.18,17.05,2.77,751.53,5.373
Karnataka,Wheat,Rabi,850.38,26.54,32.51,20.43,63.22,5.77,46.23,48.29,66.86,6.58,13.11,575.7,5.128
Maharashtra,Cotton,Kharif,1229.15,18.15,22.57,12.63,57.36,6.79,82.83,48.45,15.92,19.12,12.62,612.65,3.455
Karnataka,Barley,Kharif,1111.73,37.75,46.55,33.1,71.27,7.62,77.63,58.91,72.36,5.95,14.33,642.96,4.737
Haryana,Rice,Kharif,1054.46,21.34,28.01,13.9,56.1,7.05,31.52,39.11,53.1,0.53,14.14,1174.34,6.538
Haryana,Wheat,Zaid,643.93,30.81,38.95,23.45,77.67,6.78,92.64,17.75,29.02,6.31,6.54,959.56,5.569
Maharashtra,Barley,Zaid,1021.27,28.54,35.4,18.9,67.38,6.42,24.22,27.26,57.82,19.51,9.09,1069.22,4.848
Karnataka,Maize,Rabi,1283.62,30.69,38.63,24.33,69.83,6.91,20.03,33.07,69.0,19.28,14.91,869.41,4.326
Uttar Pradesh,Maize,Zaid,1103.89,26.39,33.29,18.68,70.76,6.43,35.77,30.67,73.05,5.1,1.53,976.92,5.91
Uttar Pradesh,Wheat,Rabi,634.94,24.65,33.63,19.51,70.25,6.23,93.83,14.35,74.69,13.44,5.75,598.94,5.461
Punjab,Maize,Zaid,1005.5,25.05,32.03,17.05,78.6,7.39,31.61,31.58,58.38,18.71,5.21,1128.44,5.139
Maharashtra,Barley,Zaid,952.43,28.87,38.28,19.9,69.11,6.25,94.64,20.02,50.01,15.59,11.71,695.15,4.679
Bihar,Cotton,Rabi,669.64,25.66,33.92,19.48,54.99,5.76,57.23,33.27,59.72,10.2,6.66,900.91,3.906
Punjab,Soybean,Kharif,1018.48,22.83,31.74,16.7,47.54,6.29,23.31,49.88,58.87,19.94,11.42,580.98,4.374
Bihar,Cotton,Zaid,1096.0,23.04,31.96,16.11,82.75,6.78,118.88,45.8,65.36,22.84,3.44,1168.4,4.991
Bihar,Maize,Zaid,962.35,30.47,36.56,26.09,52.85,6.75,110.2,12.08,16.08,15.01,10.65,808.24,4.768
Haryana,Rice,Rabi,656.46,27.01,34.71,19.55,58.31,5.45,35.72,16.46,68.42,21.5,3.89,657.07,4.918
Karnataka,Maize,Kharif,827.9,20.53,29.09,14.76,72.25,7.15,51.13,22.69,68.52,17.11,11.22,513.06,4.066
Uttar Pradesh,Barley,Zaid,693.77,26.58,33.17,18.15,86.86,7.43,45.53,51.98,25.13,18.62,8.64,861.46,5.0
Punjab,Wheat,Kharif,747.36,26.96,35.78,22.63,59.23,6.97,114.14,29.13,79.0,14.13,14.85,831.89,5.143
Uttar Pradesh,Wheat,Rabi,717.09,21.23,28.1,12.0,42.68,7.06,103.86,31.57,20.39,4.11,1.46,876.59,5.519
Maharashtra,Soybean,Kharif,531.14,25.76,32.67,17.36,49.45,6.55,37.77,11.07,38.55,1.93,2.92,939.0,3.386
Punjab,Maize,Zaid,903.63,23.83,33.24,18.9,42.25,7.18,76.36,23.09,44.76,5.36,10.91,903.59,5.636
Karnataka,Cotton,Kharif,477.52,29.98,39.73,24.74,65.35,6.3,51.94,25.44,73.29,2.94,2.78,610.96,3.475
Maharashtra,Barley,Rabi,901.2,29.19,35.86,20.83,45.0,6.0,90.85,45.07,64.85,14.59,0.71,855.87,4.696
Haryana,Rice,Rabi,1043.92,23.9,29.2,18.86,60.31,6.32,119.79,35.57,37.39,18.15,7.31,229.5,6.217
Haryana,Rice,Rabi,1282.14,30.24,37.14,25.08,69.85,5.93,42.77,30.86,19.75,17.34,8.31,1013.79,6.115
Uttar Pradesh,Cotton,Zaid,548.82,30.78,37.03,22.39,55.31,6.53,53.01,35.49,29.11,15.7,6.34,428.13,3.026
Bihar,Rice,Kharif,1068.66,30.64,35.78,23.67,70.54,5.51,42.48,19.27,29.1,7.79,9.81,409.63,5.588
Bihar,Rice,Rabi,719.06,24.84,31.11,17.76,53.91,6.92,59.36,30.77,31.31,11.33,8.72,784.96,5.932
Punjab,Rice,Zaid,1170.93,26.34,33.07,18.4,53.01,7.14,27.89,41.66,49.74,0.64,3.5,261.4,6.361
Maharashtra,Cotton,Kharif,996.31,33.76,39.12,26.79,66.94,5.92,49.87,51.7,52.31,18.38,14.56,1197.51,3.669
Punjab,Barley,Zaid,1374.71,24.35,31.78,17.82,52.98,6.3,114.47,51.88,40.59,14.49,8.71,710.72,6.445
Maharashtra,Maize,Zaid,701.71,27.0,36.91,18.13,70.64,6.08,111.42,56.75,55.53,4.19,2.71,672.31,5.23
Karnataka,Soybean,Kharif,778.56,24.74,29.96,19.94,83.59,5.99,113.14,53.43,44.33,14.72,12.78,1071.37,4.875
Maharashtra,Soybean,Zaid,1114.38,32.79,41.45,22.88,54.22,6.96,78.66,54.07,61.53,6.17,12.96,864.24,4.454
Bihar,Cotton,Rabi,834.52,29.97,36.7,20.08,56.18,6.33,50.49,12.24,79.61,7.94,1.67,1060.5,3.989
Uttar Pradesh,Barley,Rabi,1304.46,22.46,30.6,14.19,48.66,6.85,56.92,12.5,35.25,22.78,4.85,423.06,5.197
Maharashtra,Barley,Kharif,766.3,25.63,32.45,19.32,61.51,6.03,43.24,33.52,39.19,20.11,4.8,624.52,3.437
Punjab,Maize,Kharif,591.11,23.84,31.31,17.09,65.95,6.71,92.21,20.93,43.22,13.47,2.02,787.42,4.522
Punjab,Soybean,Rabi,1392.66,21.09,30.46,14.14,72.83,6.98,89.94,47.72,58.77,10.79,3.0,989.54,5.828
Haryana,Wheat,Rabi,906.49,25.2,32.87,20.56,64.93,5.14,116.99,35.39,18.51,2.17,7.28,857.66,5.555
Punjab,Barley,Kharif,1342.86,24.78,31.41,16.37,65.06,6.78,31.15,27.38,74.31,17.31,0.83,334.48,5.066
Haryana,Rice,Zaid,1351.81,25.12,34.7,16.28,95.0,6.58,62.84,39.38,39.36,5.65,10.17,877.56,7.354
Maharashtra,Soybean,Rabi,950.38,33.68,42.48,26.13,67.96,7.04,97.76,32.92,26.27,22.85,10.06,1109.47,4.247
Punjab,Rice,Rabi,898.95,23.17,32.75,14.19,63.56,5.91,23.33,27.56,78.79,18.66,8.11,1062.3,5.78
Bihar,Wheat,Kharif,596.63,26.88,35.11,22.38,62.01,7.0,41.21,41.4,43.21,2.08,12.42,466.12,4.977
Haryana,Cotton,Rabi,442.14,20.52,25.75,13.9,54.84,6.49,50.01,36.82,60.14,8.18,6.36,421.23,3.385
Uttar Pradesh,Wheat,Zaid,1137.21,27.37,33.16,19.69,55.51,6.93,83.23,42.14,15.85,8.81,4.04,1029.12,6.077
Bihar,Soybean,Kharif,788.49,22.6,28.93,16.91,39.62,5.57,119.26,40.91,46.9,3.76,14.81,884.99,4.504
Maharashtra,Cotton,Zaid,1001.54,32.05,40.44,24.15,95.0,5.29,114.87,23.28,43.72,22.42,6.39,1154.82,3.758
Punjab,Maize,Zaid,1036.81,31.47,35.62,26.09,66.02,5.59,23.4,27.65,29.19,3.76,2.78,1026.27,5.051
Uttar Pradesh,Cotton,Zaid,673.94,28.65,35.31,22.36,55.13,6.61,50.98,19.72,68.44,4.55,12.08,787.15,3.455
Punjab,Maize,Kharif,1082.1,15.97,21.88,6.32,75.06,5.07,73.21,58.82,46.52,20.1,7.35,1050.0,5.058
Uttar Pradesh,Maize,Rabi,262.14,24.37,34.11,17.02,76.66,6.56,86.0,37.91,59.34,9.05,6.6,395.59,4.959
Uttar Pradesh,Wheat,Rabi,690.17,23.89,30.01,14.13,61.73,6.08,82.31,22.32,40.4,21.54,7.6,908.98,5.444
Maharashtra,Soybean,Zaid,673.93,23.93,29.88,18.9,70.2,6.51,103.57,32.78,33.96,19.5,12.0,562.16,3.8
Uttar Pradesh,Rice,Rabi,921.7,26.71,36.68,19.03,55.41,6.75,58.91,53.66,69.41,21.86,4.57,817.62,6.613
Haryana,Rice,Kharif,790.19,32.74,39.85,27.35,74.4,6.67,56.29,52.46,71.15,6.88,10.73,1138.42,5.272
Uttar Pradesh,Soybean,Kharif,776.49,31.14,35.32,26.42,58.12,5.92,115.8,30.75,68.41,1.37,12.69,1059.06,3.682
Haryana,Cotton,Zaid,724.38,27.99,35.57,21.37,61.46,7.34,61.68,34.84,21.4,20.36,12.7,555.64,3.485
Maharashtra,Cotton,Kharif,608.36,26.27,32.87,21.61,67.78,5.68,40.31,27.39,77.21,14.74,12.22,303.88,3.257
Bihar,Rice,Kharif,758.08,33.33,40.86,27.72,39.17,6.93,40.23,35.91,15.13,6.19,2.71,545.51,5.839
Uttar Pradesh,Cotton,Zaid,1177.45,34.62,39.65,26.17,75.11,6.34,46.57,47.48,48.76,4.88,6.33,714.35,3.328
Maharashtra,Wheat,Kharif,906.25,31.59,36.91,22.31,56.4,6.52,78.84,44.83,31.36,15.85,7.21,682.08,5.82
Uttar Pradesh,Rice,Rabi,1031.8,30.4,37.31,22.42,63.19,6.88,66.8,25.11,19.05,13.0,0.64,589.83,5.483
Karnataka,Soybean,Rabi,980.76,15.78,25.63,6.07,73.52,6.68,49.7,13.55,70.03,22.44,9.27,1090.99,3.501
Maharashtra,Barley,Rabi,724.47,31.45,37.58,26.68,57.62,6.95,74.3,60.0,40.12,23.58,9.64,936.42,4.636
Uttar Pradesh,Wheat,Kharif,778.5,16.41,23.65,12.14,56.27,6.35,26.41,19.01,64.17,6.24,9.6,741.86,5.204
Bihar,Maize,Kharif,867.83,31.07,37.39,26.79,82.73,6.21,69.23,32.1,57.55,7.96,13.44,621.25,4.556
Bihar,Maize,Rabi,624.82,24.31,29.24,16.02,72.9,6.36,28.2,18.2,40.75,11.48,5.96,702.74,4.682
Bihar,Barley,Rabi,950.37,21.07,28.69,16.12,52.78,6.86,78.15,53.14,39.25,2.94,13.43,564.98,4.915
Haryana,Cotton,Zaid,701.97,27.51,36.57,19.19,65.98,6.64,104.78,12.91,53.49,1.56,4.97,962.42,3.471
Bihar,Barley,Zaid,1047.56,25.85,31.32,19.62,59.24,6.35,36.25,19.45,26.24,19.0,4.88,366.71,4.07
Haryana,Maize,Rabi,1176.65,30.71,36.71,25.66,37.35,6.05,110.11,44.85,45.12,14.24,4.18,603.69,5.592
Maharashtra,Barley,Zaid,1000.87,25.12,29.69,19.91,40.05,5.97,42.62,55.03,36.28,9.2,1.95,265.98,5.361
Punjab,Soybean,Zaid,1239.31,21.55,26.62,13.66,75.56,6.65,90.56,42.96,53.03,17.46,7.88,1126.92,5.261
Uttar Pradesh,Barley,Rabi,772.88,19.06,28.93,11.13,74.5,6.16,93.39,36.13,65.22,1.38,14.03,1023.15,4.789
Punjab,Cotton,Zaid,726.46,26.18,31.72,18.14,64.87,6.83,58.88,58.46,71.07,17.29,6.26,883.83,3.996
Bihar,Soybean,Kharif,634.63,33.66,43.23,24.53,73.23,6.86,21.72,41.99,67.9,12.76,0.84,344.83,2.879
Karnataka,Cotton,Kharif,1127.78,30.72,37.73,21.5,58.07,6.45,77.8,56.47,22.53,4.33,8.72,540.0,4.145
Haryana,Barley,Zaid,628.43,25.08,32.04,19.54,69.66,6.18,23.85,28.76,75.82,9.88,1.02,301.44,4.514
Uttar Pradesh,Wheat,Rabi,490.3,21.18,28.56,13.06,58.49,7.06,76.2,12.49,29.54,23.01,13.26,522.48,4.286
Punjab,Maize,Rabi,629.36,19.2,26.0,14.34,61.37,6.34,84.56,14.47,69.27,24.19,3.54,832.78,5.102
Karnataka,Barley,Kharif,1057.82,25.46,31.08,18.63,31.59,6.54,98.7,40.89,39.07,10.83,5.89,647.9,5.256
Punjab,Soybean,Kharif,732.99,29.33,37.6,19.75,78.85,6.38,27.26,32.11,36.52,14.23,7.04,390.19,3.17
Punjab,Soybean,Kharif,947.47,26.58,31.25,22.18,62.12,5.49,85.88,50.78,47.5,3.76,9.41,271.61,4.255
Uttar Pradesh,Maize,Zaid,878.71,27.38,34.78,22.51,66.21,7.55,109.38,51.47,32.93,6.75,6.27,1004.48,5.618
Haryana,Maize,Zaid,802.37,29.66,34.0,21.09,71.49,6.34,44.89,36.59,50.43,10.64,14.48,249.26,4.666
Haryana,Wheat,Zaid,1101.4,23.4,28.34,18.84,60.55,5.97,113.91,38.16,22.68,11.69,6.56,431.07,6.028
Maharashtra,Rice,Rabi,1258.09,38.35,44.72,34.28,58.37,5.8,86.08,18.02,71.3,16.73,2.73,487.61,5.825
Karnataka,Wheat,Rabi,937.65,29.9,38.65,21.14,72.3,5.68,89.4,26.07,72.13,4.03,4.19,1192.69,5.364
Karnataka,Rice,Zaid,1136.99,31.12,39.08,26.94,59.72,6.24,109.4,58.42,78.31,20.07,4.7,245.35,6.73
Maharashtra,Wheat,Kharif,1316.37,27.35,33.59,21.08,63.11,5.82,45.53,43.83,51.59,3.05,7.28,1118.7,5.737
Maharashtra,Cotton,Zaid,938.06,23.96,33.81,18.1,61.75,6.19,45.94,48.63,79.23,23.87,9.28,351.74,3.243
Haryana,Barley,Kharif,836.67,15.18,23.91,10.1,62.69,6.36,46.49,50.74,26.94,5.89,14.65,1112.36,3.889
Haryana,Cotton,Zaid,828.86,30.7,35.83,20.87,60.83,7.3,25.1,37.19,19.61,2.01,3.84,1125.6,3.266
Punjab,Rice,Rabi,1074.52,22.5,29.27,14.4,52.76,5.83,119.66,34.42,17.13,6.11,3.35,500.54,6.671
Uttar Pradesh,Rice,Zaid,810.09,23.95,33.78,19.65,68.86,6.7,74.63,34.14,70.47,4.39,8.82,1131.93,6.003
Punjab,Barley,Rabi,1200.39,28.62,36.06,21.08,68.19,6.6,20.3,51.66,36.43,18.0,4.33,960.22,5.228
Punjab,Wheat,Rabi,886.2,23.25,28.97,17.2,72.11,6.13,23.06,48.46,55.64,6.64,14.44,1098.43,5.274
Maharashtra,Cotton,Rabi,961.17,23.15,32.49,14.7,61.31,6.52,90.34,10.48,49.08,17.13,11.43,651.08,4.215
Punjab,Rice,Kharif,1237.81,24.56,30.6,18.49,45.67,5.71,63.63,34.52,63.92,3.98,5.59,200.14,6.473
Maharashtra,Maize,Rabi,696.91,28.4,33.66,23.55,66.88,7.39,90.49,54.09,53.25,4.92,10.84,947.81,5.475
